pair_address,pair_name,liquidity,tokens_0_name,tokens_0_address,tokens_1_name,tokens_1_address
0x162c9786c4878162801b600367e00c8fec5a3a56,ALGB-USDC,13.91,ALGB,0x0169ec1f8f639b32eec6d923e24c2a2ff45b9dd6,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
0x20f75c3a9b93f721b2304e50e81ffed8d60210f8,PolyDoge-USDT,13.85,PolyDoge,0x8a953cfe442c5e8855cc6c61b1293fa648bae472,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x57ca1f487588c3a0cd77ef9278a234e0afc1bf0d,WMATIC-$KMC,13.70,WMATIC,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,$KMC,0x44d09156c7b4acf0c64459fbcced7613f5519918
0x72c0ac225d7a62f99e3c82be1c229b04b3643100,USDC-MM,12.40,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MM,0xf6a09deadf5a10aa7822d95e3228b2315de8f6fa
0xb18b7a0e749b30719626b58a73003dfa01d1ad53,DAI-FUZZ,12.29,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,FUZZ,0xd3c2e3efc17ed355efe05a5a9a6c94587fdba7c9
0xd134c7785866f1bf800c2955b200c3b0efcd3f50,USDC-VOXEL,12.27,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,VOXEL,0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f
0xfc2a51dd2499b144da331fdc243967d8a56466f3,USDC-B5,12.01,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,B5,0xbb32e503338b38bf9485cff60a4794c496e7a35a
0xb2ecc48301b3a4c920031cef799787dbfdc99dbd,USDC-B3,12.01,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,B3,0xbd59d80f636f202964df7e72b3e997d6ac6c176e
0x1de8583b16e6975a6cc6acaf79f4e784341ff001,USDC-B6,12.01,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,B6,0x8fad0da05bfac68bb50c1beaf876a53d8c24a816
0x65edb37cd6934d8eb825c0ceb6cfbbc33a1935d1,WMATIC-gOHM,11.73,WMATIC,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,gOHM,0xd8ca34fd379d9ca3c6ee3b3905678320f5b45195
0x12f499406c48bd97a4de7cea2d145e43478e15ad,KLIMA-USDT,11.31,KLIMA,0x4e78011ce80ee02d2c3e649fb657e45898257815,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x972a3ed907a7f9f7481afba17ecd1978547f3a42,FSH-WETH,11.19,FSH,0x4b8aed09408be98f4657ca2fdbb19a99aa8496ca,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x23954a0f53a78bf20cd155ffccc56909b9af8167,USDC-BELUGA,11.01,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,BELUGA,0x47536f17f4ff30e64a96a7555826b8f9e66ec468
0x73549efa81eb5331d9da7298b6c0ea5b6d0431f5,USDC-B1,10.83,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,B1,0x5dc39530b3c04a7c2dcb88fe7ca71611cd916a6b
0xd7f243abaad742057caf134d8c3d87b35be6f0c0,USDC-AXN,10.53,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,AXN,0x839f1a22a59eaaf26c85958712ab32f80fea23d9
0x5a7292173e707c1b42f7cee950476f574655353a,USDC-BBB,10.36,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,BBB,0x307c1e49b4c5ce5e08edee7b75853b4bc90482e3
0x5b27bfe67b1afb4742bb56dfad88759badc03b17,MORI-USDT,10.28,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x1a3d9b26bf61c848172abe8744d86e84b14f29c0,USDX2-USDT,10.03,USDX2,0x003eab9075c6fe49fc276b8cca9cfa3ae0f0593c,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x80617bbc3c6965d65b171ac173fe2b457ae27a37,USDC-FUSD,10.00,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,FUSD,0xd7691e68de77f2b758a00000577192559d47f554
0x8992c5decd1ae8b0af9555fc2d6905fc05f75a69,USDT-HIR,10.00,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,HIR,0xd6c06edf02fbff31a5d906f07ab4076623e2a6f6
0xcca05746a78cef347f248e370ce901f0f1769c70,USDC-BLACKTBOYS,10.00,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,BLACKTBOYS,0x960db99f77e4da9dd7f2d263f6a31f9db1056b81
0x0a9d9eeeee45b82d96416c5c4f6b4ad9104544e4,BAT-USDT,9.88,BAT,0x3cef98bb43d732e2f285ee605a8158cde967d219,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0xf6d625e6168f8b3cd96cbf3b8a32bece38d0775a,LARK-DAI,9.73,LARK,0x4ce8485608f78921fbc0f96e63c0566b1b176db0,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x16825ab5a38114adbad025fc9bc9f9083c8160d2,USDC-CHAMP,9.69,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,CHAMP,0x8f9e8e833a69aa467e42c46cca640da84dd4585f
0x8b10a4525ba86bada2005ededf6b9eb53afca7d1,BTCTRADE-WETH,9.63,BTCTRADE,0x72d731804fb41d3e982d4b7e7e2c4642b3995651,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x1d567cfc8ca89f56fce1dc563d90516a65526f51,IAN-USDC,9.44,IAN,0x07d5bf841beb877c9be550b79cb0d49e4e091dec,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
0xe2a34c006dff680d58a0becc245af87809f42bee,USDC-CANE,8.59,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,CANE,0x87371034216e6f8a7e122f227dbbdd54c0868f55
0x99de6f5f93c7cf196e08703b2634b8fa87402db0,GAIA-MORI,8.40,GAIA,0x723b17718289a91af252d616de2c77944962d122,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc
0x157d5eab254164de28f41cd50aa484a0734d7604,WETH-MORI,7.90,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc
0xd35c85e56689f437319587ffcb853ed37fa5814c,UM-WETH,7.89,UM,0x3b1a0c9252ee7403093ff55b4a5886d49a3d837a,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x8117584931cb9e1ebdf407d770fc3c6ddd4d8bea,USDC-BFT,7.31,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,BFT,0x68d77ad30defad49f9fdadd20dd6f6d29547126d
0x9ba1854d926db3b4469909560e82ff10fc40c13e,FRAX-FXS,7.26,FRAX,0x104592a158490a9228070e0a8e5343b499e125d0,FXS,0x1a3acf6d19267e2d3e7f898f42803e90c9219062
0x11fdcb4e773521ef49508a43a107d899070a7d19,USDC-COA,7.02,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,COA,0x7c36208173fa65d2fffd609b54910f5cb2487a97
0x3a254c9065264b9bbb394a925b0f44194c5fe847,USDC-st-ICP,6.98,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,st-ICP,0xe7946921c619f5d9e8f28e3a5b4d218e9520dd11
0xcdc3999b03298ec07f0315584df109a184433ee7,SLP-WETH,6.84,SLP,0x3370c17c0411d2ce90a59162e3b3ec348c84768d,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x119bb1d54f0069769833cdf1fef9888944f9edd8,POOL-USDC,6.32,POOL,0x25788a1a171ec66da6502f9975a15b609ff54cf6,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
0x11d570b7d1d34f88844a9d5e96b5f243c7cc80a8,USDC-ANTZ,6.16,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,ANTZ,0xc5a2237b0f4bb6a2e15ff0299ee49ac5c9acc1c0
0x2524baed0fc61731d7382f22387c0cbf44ebd4bf,DAI-USV,6.01,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,USV,0xfd4b0d04cf5194961fa73c6e0d80e5ce21fe001e
0x5efc46f24c3bf9e0185a3ed3f3c8df721a9296ba,BCT-USDT,5.96,BCT,0x2f800db0fdb5223b3c3f354886d907a671414a7f,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0xb3fda122619e3e1d782f75a9ccb424e189ec211d,WMATIC-DDAO,5.91,WMATIC,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,DDAO,0x90f3edc7d5298918f7bb51694134b07356f7d0c7
0x8e7d59604ce54ef0065b347bf136c31f34d9514a,ALTS-WETH,5.45,ALTS,0x63ad78d8007030130bb5b40e48b0fa2cc700f294,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0xd06841451a3b12de5a2f9f7e6da2d3de83e6418b,USDT-EWT,5.06,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,EWT,0xd9e838dd60c8ea1e7dd4e670913323bb87db112c
0xc4e9ae4c4589e6b23cf8feba7c6401d2a803120a,USDC-REVUSD,5.05,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,REVUSD,0xb2b1b72accbc25dd8f69d99c0d1365adb1a6c716
0x4bd22e46bb005ea2d8308cab7297e366e52c507e,USDC-IPT,5.03,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,IPT,0x95f91c82edba4d2b985f9435e3791191a4289f45
0x31fad3c38d3a335216dffb17336f69f28d34b488,USDC-ABC,4.92,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,ABC,0x9fcfa0956683bed055988ee65983756df510d300
0x974451fbbe641e2c87da57411269f9e513d945b6,AURUM-BHP,4.88,AURUM,0x34d4ab47bee066f361fa52d792e69ac7bd05ee23,BHP,0xe3d73635cf43551d245a551c8cf909a8475299bb
0x845ecbe94f6f50bdc8bf99a49220dcae192280f9,DAI-NUDES,4.78,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,NUDES,0xdf8c63b426515d9318256b54a72b388950f2a5de
0xcea6b0eccf0de9b2a35eed63d806cc344d6482db,NEUY-WETH,4.64,NEUY,0x62a872d9977db171d9e213a5dc2b782e72ca0033,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0xb5d63368019a6802e3d33d485031793462fa4e28,wBKC-WETH,4.43,wBKC,0x5bcda6e59262a96a599ea938c9b679714c105bba,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0xef1e0b971c8c43576c06db28ec0ba1813ebe81ea,KNC-DAI,4.40,KNC,0x1c954e8fe737f99f68fa1ccda3e51ebdb291948c,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x3ccfb55d003e081d5077d5107738433015c44f0f,WETH-SWD,4.38,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,SWD,0xaee24d5296444c007a532696aada9de5ce6cafd0
0xa23f0b78acdeeaf425fb12ebc4ddfeba97cef912,KLIMA-sKLIMA,4.37,KLIMA,0x4e78011ce80ee02d2c3e649fb657e45898257815,sKLIMA,0xb0c22d8d350c67420f06f48936654f567c73e8c8
0xc9a370bad0cd468d26d957275ac9f5de45f99a90,GRIMWEED-USDC,4.29,GRIMWEED,0x06f34105b7dfedc95125348a8349bda209928730,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
0x41cfb9a128a8dc85e4f2a421b88315337c4ec240,USDC-UBT,4.28,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,UBT,0x7fbc10850cae055b27039af31bd258430e714c62
0x6c34aaf7da929ef62d84679a1122f75ef91121a9,QWLA-USDT,4.27,QWLA,0x4fafad147c8cd0e52f83830484d164e960bdc6c3,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x191965da0b67df82f8e4b833350db819620ba3df,USDC-MSU,4.20,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MSU,0xe8377a076adabb3f9838afb77bee96eac101ffb1
0x7b6e89276d465c087f4656d5d45510b70c2c4cbc,WETH-CPR,4.15,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,CPR,0xaa404804ba583c025fa64c9a276a6127ceb355c6
0x87e2ffad829d80488084aee7a69dfaada34729f2,uniinu-USDT,4.07,uniinu,0x8c72f5df6f4c2568dbab0fc3db64c388d542c770,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0xd26aee39373f8b79acb4f9db6f0a4e7ce936b35f,DAI-HOM,4.01,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,HOM,0x9fe19698ae613ae626cc3670a92a105e1089d68e
0x15befd0416979890ca98b6431dfed31f645ad030,RIC-DAI,3.97,RIC,0x263026e7e53dbfdce5ae55ade22493f828922965,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0xd020af040d247019520cc5031c5e2baa0bbaf9a6,USDC-KOM,3.94,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,KOM,0xc004e2318722ea2b15499d6375905d75ee5390b8
0xf1cc7ca2969eda3d13a595ffd2014404210026f2,OOKI-GNS,3.90,OOKI,0xcd150b1f528f326f5194c012f32eb30135c7c2c9,GNS,0xe5417af564e4bfda1c483642db72007871397896
0xc92865d7606ae0ed4045a1aa301375dba58bf767,USDC-HARA,3.81,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,HARA,0x412d331961ee8e90f17d48da673277c9657667f1
0x6436f5e99be830d10387299ffda076e87a06986b,GHST-USDT,3.78,GHST,0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x9b283a8d7ea366b6975c685c6dd6aa378f4542d4,USDC-BSCT,3.76,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,BSCT,0x600e5f4920f90132725b43412d47a76bc2219f92
0x2cc1946d1d789f7b7e29ed529fff3238781a1bde,JAX-WETH,3.74,JAX,0x5cfdf4cca482d419da979c10b70039c28f2a1f08,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0xe58052500d1dc2e45e20d9ba39df2afdd8e0e62d,USDC-ZTEST,3.74,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,ZTEST,0x627f699300a9d693fbb84f9be0118d17a1387d4e
0xc2f4694ab1384e6bce1c8aa91b9a3e8cc1a6477e,VSQ-miMATIC,3.67,VSQ,0x29f1e986fca02b7e54138c04c4f503dddd250558,miMATIC,0xa3fa99a148fa48d14ed51d610c367c61876997f1
0x09af90c28d2f898841f351ec92bfabdfd59a71b0,REL-USDT,3.45,REL,0x70d8f92abf2a47432224836d69a500aa3de0f007,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x52b1b962e459e0f06b236461eb1c37ecbc3f4e21,WETH-KTA,3.30,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,KTA,0xe3f415e7d9ae12a691d02d0c21ef5c56592cead7
0xdf87d5f17d5e42ae37a5e0c59168ad9ce58b6239,USDC-POLYSHEEB,3.29,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,POLYSHEEB,0x93b441b5f8296526efb56ae9baff6b8f283d0efe
0x95fcdec4e5fc7ddd2f46476f48410e3544d2b2f1,YELD V2-DAI,3.28,YELD V2,0x1fd6cf265fd3428f655378a803658942095b4c4e,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0xca1fe774358b6430697f8503021b0ef89f9cafde,MORI-DAI,3.24,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x9380d7acdf28a77cf8909d1ca7604f928b4c3026,FBX-mooSushiUSDC-ETH,3.24,FBX,0xd125443f38a69d776177c2b9c041f462936f8218,mooSushiUSDC-ETH,0xe4db97a2aafbfef40d1a4ae8b709f61d6756f8e1
0x62237f39f43a6c9fa9e5f47caf45792a221c7275,USDC-PUSD.USDC,3.16,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,PUSD.USDC,0x73da7f257f6b306ae5a14e85b60fb36b5518a840
0x4b359dc171c0fab3cfd113707cd884b4c0106e46,USDC-TB/Year,3.16,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,TB/Year,0xc72827bf75df95ff1c2d48a9c092b5aa4cfd3d6c
0x57f07e38c4aba458211d7ff8564b357fb30f4381,GOL-WETH,3.04,GOL,0x700481409de3f632f61a2ac9bfd76138357714da,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x758a569dccd66a520e56c95bc61d0c8920d0a296,USDC-ZPAE,3.00,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,ZPAE,0xc35de09873d366eee607a975903b49ab8de7b90c
0x536e718845f12510e3c87acfd76f717e8941bff5,USDC-CMVE,3.00,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,CMVE,0x63dcf0f818d0969ae28ebf4e4aff70326541f47f
0xb6fc5c29e7c191438a9e8e1347cc22ab220341ff,USDC-SLP,2.92,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,SLP,0xcd353f79d9fade311fc3119b841e1f456b54e858
0x184496766505b40b381322821f6b28ecc4278b3b,DAI-BAL,2.84,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,BAL,0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3
0xf0e347b5574826fcae2edae85f643a0a703ac1dc,USDT-Bull,2.81,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,Bull,0xca2a18877d6b715d0e53a69845ec25237a0315f5
0xb658cdae3c9b2e68b92a5f960c0ae8098597f927,FRAX-GET,2.77,FRAX,0x104592a158490a9228070e0a8e5343b499e125d0,GET,0xdb725f82818de83e99f1dac22a9b5b51d3d04dd4
0x09e0faec8a33087c8e416959363c6ac5d83999c7,WSPP-USDT,2.73,WSPP,0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x8283c5ed2bff4f7ef3cfd1cc2a745f6ccf6e3184,JPYC-DFX,2.63,JPYC,0x6ae7dfc73e0dde2aa99ac063dcf7e8a63265108c,DFX,0xe7804d91dfcde7f776c90043e03eaa6df87e6395
0x41f6e208737255448108d38693d58df3fd95ad83,SHEESH-USDC,2.56,SHEESH,0x19aec38aca1f2bf21e10d52b574baf9b90082e19,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
0xfa45bb2238f68acdb571da477985ca44617e44ec,USDC-LUXY,2.52,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,LUXY,0xb8ca540d92c17f79817c6ec8794ba99bfd7e9ab1
0xdd16f2c6bd83dc7b576ad8bdff05e6f35d5a0d65,VSQ-TUSD,2.43,VSQ,0x29f1e986fca02b7e54138c04c4f503dddd250558,TUSD,0x2e1ad108ff1d8c782fcbbb89aad783ac49586756
0x0732cce5e972778d7815ab7dbf48c71767b80207,PMON-WETH,2.37,PMON,0x1796ae0b0fa4862485106a0de9b654efe301d0b2,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x0f885cb1ffa7ddea42f51858e8b0a0e17d53162f,SLP-USDT,2.18,SLP,0x55ff76bffc3cdd9d5fdbbc2ece4528ecce45047e,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0xea8272a56fb2398fb85ce882e6004b8caabca224,GHST-DAI,2.16,GHST,0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x1876803bc245d36a126b2163509fd5609eaa492b,SCASH-USDT,2.10,SCASH,0x5c39ff172d54efd81f81a6169554be18d7e71e9b,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0xaeaf87b5b6897ae82b34a70e0aa2cc2293fa4214,FXS-MORI,2.06,FXS,0x1a3acf6d19267e2d3e7f898f42803e90c9219062,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc
0xcd80a42e2ff15a22339d505027d8f0b10e17263e,USDC-POLYCUB-TEST,2.00,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,POLYCUB-TEST,0x76b7f60963f116a1f70b9c5e0f035bb129ac627b
0xeef3d4a295411522092c278d3f1bd074fdad6e55,USDC-usd,1.97,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,usd,0x4731479cd56e3a55f8207db9734e3fdb5e136d43
0x03d25162bd75e0b7f764be0c5559d069366d82d8,CMVE-WETH,1.96,CMVE,0x63dcf0f818d0969ae28ebf4e4aff70326541f47f,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x4ab9f0652206f1b52d5be2936781518c62f95134,sGURU-DAI,1.95,sGURU,0x04568467f0aae5fb85bf0e031ee66ff2c200a6fb,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x3b2e074c4a3537e7a229c57e5f93ad5f6e50ce70,USDC-BDCL,1.83,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,BDCL,0x76502d5fb8698ae5387cffda2db3b6b69d7bf976
0x6906e94bc7a956d2a57e740ba65f75efc2839708,MORI-MSU,1.81,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc,MSU,0xe8377a076adabb3f9838afb77bee96eac101ffb1
0xa4290cb4edec100698387ac4ff680aa023431c81,USDT-XIAZ2,1.79,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,XIAZ2,0xef3af9dfea19dd9892ae6c57be973fb390991530
0x4ec4786df8a865026a5bc02e33abbf5c5b4b4517,WETH-ARTM,1.78,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,ARTM,0xcbea63b905d62bad6506e2c47b1ea00c56d8f93d
0x68ef8213b8689c1c9aac6e042a2bead2f74ff484,USDC-REVUSD,1.75,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,REVUSD,0x7d3dfd002e174dc1ace793b0ffd46f03ef24db31
0x3c8a46b7d7e21f3e766a0eadb4ebfb2a49ffe75b,sDIAT-DAI,1.70,sDIAT,0x490941afa7fbd995aa99221faf6994abbb626ebd,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x847c35997a08921b13301532eab0cd98093be8cc,USDC-MUSH,1.69,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MUSH,0xa77944a08f2e127ac8392ec19c094dfedddc604c
0x7c0a0a8376e8a4f092de9a59835715aeff76f6bf,USDC-XWIN,1.68,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,XWIN,0xc2b6200a9ced47b12f95587f3e1e2640893a26d6
0xcd3a618948256f77f794fae7d30dea18d5ca51a0,LOK 1M-USDT,1.67,LOK 1M,0x17664f5b46038d945f3f0d81b406aed6aee03c26,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x519890fb51b1b10a114c97aa03b0985d896b6764,DAI-UNI,1.67,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,UNI,0xb33eaad8d922b1083446dc23f610c2567fb5180f
0x6adfbfa00d0a88248d7ff4496ec9916fe2a123bd,GDDY-MORI,1.65,GDDY,0x67eb41a14c0fe5cd701fc9d5a3d6597a72f641a6,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc
0xc8ad21b6b85142b66f9197f34e55d8aa1e4f67d8,USDC-SARCO,1.61,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,SARCO,0x80ae3b3847e4e8bd27a389f7686486cac9c3f3e8
0x49e4d4516c5cc9c3e344eca4f8a813f59e2ed854,SwissBot-WETH,1.61,SwissBot,0x636f87ee296e3cb8d89d28039ba97bb9fb350093,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0xe868fbf30b77151cac3292d151b45a5157cf24e6,REGGAE-USDT,1.44,REGGAE,0x5af71a7e73658e6e2df125b3fba1ce4e2bf70ef0,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0xf66d967a0be96c6ffdbc6033589b61877b2f7dc5,USDT-NEXM,1.44,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,NEXM,0xc88640b734fea3b35c132fe757aeb5ca6c8cdc66
0x1e8126d59adb8b8b683be83333ced47adfed4a74,wsKLIMA-gOHM,1.42,wsKLIMA,0x6f370dba99e32a3cad959b341120db3c9e280ba6,gOHM,0xd8ca34fd379d9ca3c6ee3b3905678320f5b45195
0x39cca18e1aa3b0a00d147e46caf0b06855411d9e,FDL-USDC,1.41,FDL,0x26c98ef58120f0985b4275a0466d36f845c45da7,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
0xcc2ae5a788d2f20f8eced42f0a575fa808285558,WMATIC-POP,1.41,WMATIC,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,POP,0xc5b57e9a1e7914fda753a88f24e5703e617ee50c
0xd9493e5dc9819382033950aae30f72684420523d,DAI-JUMP,1.39,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,JUMP,0xd058d61737e2ec840a2c4cfc2942caebda1b4fd3
0xa07335229e2b63e95188f3580ee24ab4244fa7b0,DAI-MATRIX,1.34,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,MATRIX,0xce62cd6279e8edf254025ced6dba7fd30dabca22
0x3b57a29b9b4909ec046171ed56696337a637aee5,DAI-MUAY,1.26,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,MUAY,0x9c0cbbbc48748b9335f483b085e5092e70e67544
0x1ff646562a249dbf8cf6bd8de1369362b230a921,USDC-JGA,1.24,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,JGA,0x607445ffd2416f95a46d68480aa2c0f1a3ffe4bf
0xfb6d4edf6f72f54989184c9893ca55a89067cb12,USDC-mCYN,1.21,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,mCYN,0x92117c2aacec7780f05c00f96277e600b62fc5e6
0xf637e669bc4801fb962e4e1c854838bdbb00b2be,NXD-MORI,1.20,NXD,0x228b5c21ac00155cf62c57bcc704c0da8187950b,MORI,0x7ecb5699d8e0a6572e549dc86dde5a785b8c29bc
0x609186bc0fc224566a54599289d9ea6f85e41f27,usd-WETH,1.18,usd,0x4731479cd56e3a55f8207db9734e3fdb5e136d43,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x1c8e8e813e9b02adf7880ad14abf864fa0dcd0c2,MUAY-USDT,1.15,MUAY,0x9c0cbbbc48748b9335f483b085e5092e70e67544,USDT,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
0x78b1f1bb8dcdd0b1115d1f6ba39b56b2d62a7b1f,USDC-MUAY,1.14,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MUAY,0x9c0cbbbc48748b9335f483b085e5092e70e67544
0x207c97e7b702ac2058034761affa67ac3b608cab,USDC-SLP,1.13,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,SLP,0xc4e595acdd7d12fec385e5da5d43160e8a0bac0e
0xd43c5109b961d75767f259f13c5fb25581016c51,USDC-MOMENTS,1.09,USDC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MOMENTS,0x48b0a925d219884036245bf59629f0d395983b79
